playlist_name,playlist_last_modified,added_date,track_name,artist_name,album_name,track_uri,track_key
Kpop -hits,2026-03-24,2025-09-29,FEVER,ENHYPEN,BORDER : CARNIVAL,spotify:track:0UzymivvUH5s8z4PeWZJaK,enhypen - fever
Kpop -hits,2026-03-24,2025-09-29,Smart,LE SSERAFIM,Smart (Remixes),spotify:track:3lwK3WyKAI5bUuGY1OgGbZ,le sserafim - smart
Kpop -hits,2026-03-24,2025-09-30,Cupid - Twin Version,FIFTY FIFTY,The Beginning: Cupid,spotify:track:5pMPNxZz50iup8cXchRHxm,fifty fifty - cupid - twin version
Kpop -hits,2026-03-24,2025-09-30,Super Shy,NewJeans,NewJeans 'Super Shy',spotify:track:5sdQOyqq2IDhvmx2lHOpwd,newjeans - super shy
Kpop -hits,2026-03-24,2025-09-30,Kiss and Make Up,Dua Lipa,Dua Lipa,spotify:track:7jr3iPu4O4bTCVwLMbdU2i,dua lipa - kiss and make up
Kpop -hits,2026-03-24,2025-10-05,Bite Me,ENHYPEN,DARK BLOOD,spotify:track:7mpdNiaQvygj2rHoxkzMfa,enhypen - bite me
Kpop -hits,2026-03-24,2025-10-05,Sugar Rush Ride,TOMORROW X TOGETHER,The Name Chapter: TEMPTATION,spotify:track:0rhI6gvOeCKA502RdJAbfs,tomorrow x together - sugar rush ride
Kpop -hits,2026-03-24,2025-10-05,Tinnitus (Wanna be a rock),TOMORROW X TOGETHER,The Name Chapter: TEMPTATION,spotify:track:0f0SbtoKGe41cX5LzlnX6X,tomorrow x together - tinnitus (wanna be a rock)
Kpop -hits,2026-03-24,2026-01-21,My Universe,Coldplay,My Universe,spotify:track:3FeVmId7tL5YN8B7R3imoM,coldplay - my universe
Kpop -hits,2026-03-24,2026-03-24,GO!,CORTIS,COLOR OUTSIDE THE LINES,spotify:track:6OWWZtNQORY1McaZmOrwhc,cortis - go!
R&B,2026-06-04,2025-07-08,double take,Dhruv,rapunzel,spotify:track:0QzuaeCEEOV40Pn7IvKEny,dhruv - double take
R&B,2026-06-04,2025-07-08,Come Through (feat. Chris Brown),H.E.R.,Back of My Mind,spotify:track:29he0Joo5sz2607A6ZBT6H,h.e.r. - come through (feat. chris brown)
R&B,2026-06-04,2025-07-08,lowkey,NIKI,lowkey,spotify:track:7ipqVwkp2MhZv0Ojzqy1NV,niki - lowkey
R&B,2026-06-04,2025-07-08,Nobody Gets Me,SZA,SOS,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,sza - nobody gets me
R&B,2026-06-04,2025-07-08,WHY,Sasha Keable,WHY,spotify:track:5bCWjEsrK0KUGMxPrjGJZg,sasha keable - why
R&B,2026-06-04,2025-07-08,universe,thủy,i hope u see this,spotify:track:7B4UxdHwRKJYRhvXxmgZhM,thủy - universe
R&B,2026-06-04,2025-07-08,Wicked Games,Kiana Ledé,Selfless,spotify:track:0TYhf0MgEj4YJaKwo5c4Km,kiana ledé - wicked games
R&B,2026-06-04,2025-07-08,playing tricks,thủy,girls like me don't cry,spotify:track:6bqdzSnOYEhGkcaNXwxzA9,thủy - playing tricks
R&B,2026-06-04,2025-07-08,Bank On It,Mellina Tey,ENTRY 504,spotify:track:0Pxn4SPXqyZPTTyTuPRhyL,mellina tey - bank on it
R&B,2026-06-04,2025-07-08,toxic till the end,ROSÉ,rosie,spotify:track:1z5ebC9238uGoBgzYyvGpQ,rosé - toxic till the end
R&B,2026-06-04,2025-07-09,Emergency,Girlfriend,It's Complicated,spotify:track:2TICM2PjHWW5JrMhsxvv2x,girlfriend - emergency
R&B,2026-06-04,2025-07-09,Trip,Ella Mai,Ella Mai,spotify:track:6CTWathupIiDs7U4InHnDA,ella mai - trip
R&B,2026-06-04,2025-07-09,Normal No More,TYSM,Normal No More,spotify:track:460WMeltK2dxce4qhcaCF7,tysm - normal no more
R&B,2026-06-04,2025-07-09,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,The Idol Episode 4,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,"the weeknd - one of the girls (with jennie, lily rose depp)"
R&B,2026-06-04,2025-07-09,L-O-V-E,Nat King Cole,L-O-V-E,spotify:track:4QxDOjgpYtQDxxbWPuEJOy,nat king cole - l-o-v-e
R&B,2026-06-04,2025-07-09,I Like U,NIKI,I Like U,spotify:track:1ctbkptXLNIoEVTNAFYV4d,niki - i like u
R&B,2026-06-04,2025-07-09,See U Never,NIKI,See U Never,spotify:track:5nPdol1JZWJqG4OSHVzSCF,niki - see u never
R&B,2026-06-04,2025-07-09,Like I Used To,Tinashe,Like I Used To,spotify:track:3fMKnwiByu9yfeD5ISn9Et,tinashe - like i used to
R&B,2026-06-04,2025-07-09,Candy,Doja Cat,Amala,spotify:track:1VJwtWR6z7SpZRwipI12be,doja cat - candy
R&B,2026-06-04,2025-07-09,She Don't (feat. Ty Dolla $Ign),Ella Mai,Time,spotify:track:01JPQ87UHeGysPVwTqMJHK,ella mai - she don't (feat. ty dolla $ign)
R&B,2026-06-04,2025-07-09,The Worst,Jhené Aiko,Sail Out,spotify:track:2wBCrtJS3E3TimRZ5MElTI,jhené aiko - the worst
R&B,2026-06-04,2025-07-09,Playing Games,Summer Walker,Over It,spotify:track:4hWgC5BV5M7EtTleKVXNxw,summer walker - playing games
R&B,2026-06-04,2025-07-09,Ex,Nikita Kering',A Side of Me,spotify:track:2eCk7CtSCZUVKVfyJfJE9R,nikita kering' - ex
R&B,2026-06-04,2025-07-09,MUTT,Leon Thomas,MUTT,spotify:track:2uvE4L5ZsYKpv8hbK4TIOt,leon thomas - mutt
R&B,2026-06-04,2025-07-09,Burning Blue,Mariah the Scientist,Burning Blue,spotify:track:0aWHb6ujnlXkmmOI1ltStc,mariah the scientist - burning blue
R&B,2026-06-04,2025-07-09,In My Bag (feat. GloRilla),FLO,Access All Areas,spotify:track:4l9xe2rcwWctjrI43UFkgA,flo - in my bag (feat. glorilla)
R&B,2026-06-04,2025-07-09,I know,Owen Saward,I know,spotify:track:1sfC1pBC9jUn5QUGbW4Inq,owen saward - i know
R&B,2026-06-04,2025-07-30,Hrs & Hrs,Muni Long,Public Displays Of Affection: The Album,spotify:track:3ncmoWTwJgx63LwMTyBCXf,muni long - hrs & hrs
R&B,2026-06-04,2025-08-03,PILLOWTALK,ZAYN,Mind Of Mine (Deluxe Edition),spotify:track:0PDUDa38GO8lMxLCRc4lL1,zayn - pillowtalk
R&B,2026-06-04,2025-08-09,London Boy,Taylor Swift,Lover,spotify:track:1LLXZFeAHK9R4xUramtUKw,taylor swift - london boy
R&B,2026-06-04,2025-08-17,my unsent love letter,aira,my unsent love letter,spotify:track:3P0dfs3CUJFAQX2WlpKRdi,aira - my unsent love letter
R&B,2026-06-04,2025-08-18,111,thủy,111,spotify:track:70iF6ViuLhMkhBXHqYO7qP,thủy - 111
R&B,2026-06-04,2025-09-07,Recognize,Russ,W!LD Deluxe: The Elephant & The Rider,spotify:track:0vMhUzszNsYPcUfLitNRNp,russ - recognize
R&B,2026-06-04,2025-09-24,Constellations,Jade LeMac,Constellations,spotify:track:32ShlHZGBYLoybP9pdb87z,jade lemac - constellations
R&B,2026-06-04,2025-10-10,Folded,Kehlani,Folded,spotify:track:0bxPRWprUVpQK0UFcddkrA,kehlani - folded
R&B,2026-06-04,2025-10-10,I Think I Like You Better When You’re Gone,Reneé Rapp,BITE ME,spotify:track:3hBzKgqQKkChH9hyb3MhmT,reneé rapp - i think i like you better when you’re gone
R&B,2026-06-04,2025-12-05,It Won't Stop (feat. Chris Brown) - EP Version,Sevyn Streeter,"Call Me Crazy, But...",spotify:track:2xRYnHQdLD9ketvC01UYYT,sevyn streeter - it won't stop (feat. chris brown) - ep version
R&B,2026-06-04,2025-12-05,Bad (feat. Rihanna) - Remix,Wale,The Gifted,spotify:track:5yhKaacMZGRo4s6evJx9vk,wale - bad (feat. rihanna) - remix
R&B,2026-06-04,2025-12-05,EYES CLOSED (with ZAYN),JISOO,EYES CLOSED (with ZAYN),spotify:track:4WFfPxJv1KRekG6mxn837K,jisoo - eyes closed (with zayn)
R&B,2026-06-04,2025-12-05,Stuck with U (with Justin Bieber),Ariana Grande,Stuck with U,spotify:track:4HBZA5flZLE435QTztThqH,ariana grande - stuck with u (with justin bieber)
R&B,2026-06-04,2025-12-05,The Machine,Reed Wonder,The Machine,spotify:track:19ItuvrZfTudwC6S5lkDH3,reed wonder - the machine
R&B,2026-06-04,2025-12-05,Love Again,Alex Isley,Marigold,spotify:track:6ZwNOYjJ06J77YF1ggXtaT,alex isley - love again
R&B,2026-06-04,2025-12-05,Kissing Strangers,USHER,COMING HOME,spotify:track:5brMixqQiQN4D60xmvrSts,usher - kissing strangers
R&B,2026-06-04,2025-12-05,Fly Girl (feat. Missy Elliott),FLO,Fly Girl (feat. Missy Elliott),spotify:track:2sITbbWIOeg2Lwp4WN2jqr,flo - fly girl (feat. missy elliott)
R&B,2026-06-04,2025-12-05,YUKON,Justin Bieber,SWAG,spotify:track:29iva9idM6rFCPUlu7Rhxl,justin bieber - yukon
R&B,2026-06-04,2025-12-05,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,HEROES & VILLAINS,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,metro boomin - creepin' (with the weeknd & 21 savage)
R&B,2026-06-04,2025-12-05,Made For Me,Muni Long,Made For Me,spotify:track:0WIv5qV41y6YjjB9V1biuC,muni long - made for me
R&B,2026-06-04,2025-12-05,Thong Song,Sisqo,Unleash The Dragon,spotify:track:5Mmk2ii6laakqfeCT7OnVD,sisqo - thong song
R&B,2026-06-04,2025-12-05,You Got It,Vedo,For You,spotify:track:4lsHZ92XCFOQfzJFBTluk8,vedo - you got it
R&B,2026-06-04,2025-12-05,"All The Stars (with SZA) - From ""Black Panther: The Album""",Kendrick Lamar,Black Panther The Album Music From And Inspired By,spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,"kendrick lamar - all the stars (with sza) - from ""black panther: the album"""
R&B,2026-06-04,2025-12-05,Miss Independent,Ne-Yo,Year Of The Gentleman,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,ne-yo - miss independent
R&B,2026-06-04,2025-12-05,Please Me,Cardi B,AM I THE DRAMA?,spotify:track:1Ydy1j4ooUkDvQYSvwxjoy,cardi b - please me
R&B,2026-06-04,2025-12-05,10s,Khim,10s,spotify:track:1UmjJwP1jpPWmDfR2Tebvn,khim - 10s
R&B,2026-06-04,2026-01-06,Maria Maria (feat. The Product G&B),Santana,Supernatural (Legacy Edition),spotify:track:567UAkWoLBqZ709s3Qcbze,santana - maria maria (feat. the product g&b)
R&B,2026-06-04,2026-01-12,Dreamin,PARTYNEXTDOOR,Dreamin,spotify:track:35sZOqVnTQNIGWGURrFdLh,partynextdoor - dreamin
R&B,2026-06-04,2026-01-12,N o C h i l l,PARTYNEXTDOOR,PARTYNEXTDOOR 4 (P4),spotify:track:1zhMHgotgZXkLCXpqNRnPK,partynextdoor - n o c h i l l
R&B,2026-06-04,2026-01-12,Don't,Bryson Tiller,T R A P S O U L,spotify:track:3pXF1nA74528Edde4of9CC,bryson tiller - don't
R&B,2026-06-04,2026-01-19,Trust No 1,Brandy Maina,Trust No 1,spotify:track:4Nfq2CziIZHDzVP8A6llUF,brandy maina - trust no 1
R&B,2026-06-04,2026-01-19,M.O.T.O,X.O,M.O.T.O,spotify:track:6qMxx9E9oePafVwZrVggXr,x.o - m.o.t.o
R&B,2026-06-04,2026-01-28,Love,Keyshia Cole,The Way It Is,spotify:track:0W4NhJhcqKCqEP2GIpDCDq,keyshia cole - love
R&B,2026-06-04,2026-01-28,If the World Was Ending (feat. Julia Michaels),JP Saxe,If the World Was Ending (feat. Julia Michaels),spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,jp saxe - if the world was ending (feat. julia michaels)
R&B,2026-06-04,2026-02-06,Let Me Love You,Mario,Let Me Love You,spotify:track:3ibKnFDaa3GhpPGlOUj7ff,mario - let me love you
R&B,2026-06-04,2026-02-06,Best Part (feat. H.E.R.),Daniel Caesar,Freudian,spotify:track:1Q7EgiMOuwDcB0PJC6AzON,daniel caesar - best part (feat. h.e.r.)
R&B,2026-06-04,2026-03-01,Tadow,Masego,Lady Lady,spotify:track:6FMMd1fixOMmhplCevpjL7,masego - tadow
R&B,2026-06-04,2026-03-11,Mr. Telephone Man,New Edition,New Edition,spotify:track:4DiNls6kFmF1ZittKsPsTc,new edition - mr. telephone man
R&B,2026-06-04,2026-03-13,(When You Gonna) Give It Up to Me - Radio Version,Sean Paul,(When You Gonna) Give It Up to Me,spotify:track:5nEdwtSv0qqeE0l4o1lR4q,sean paul - (when you gonna) give it up to me - radio version
R&B,2026-06-04,2026-03-13,Baby By Me,50 Cent,Before I Self-Destruct,spotify:track:1x075F39Q0zOhjPzPKgG8E,50 cent - baby by me
R&B,2026-06-04,2026-03-13,The Boy Is Mine,Brandy,Never Say Never,spotify:track:6sHsXIJoEN5JpdkGMQDJxt,brandy - the boy is mine
R&B,2026-06-04,2026-03-13,Stickwitu,The Pussycat Dolls,PCD,spotify:track:2lgz3yy1AyoceOVOOBmiOS,the pussycat dolls - stickwitu
R&B,2026-06-04,2026-03-13,So Sick,Ne-Yo,In My Own Words,spotify:track:6brl7bwOHmGFkNw3MBqssT,ne-yo - so sick
R&B,2026-06-04,2026-03-27,INVITATION (Feat. Gaeko),JUNNY,INVITATION (Feat. Gaeko),spotify:track:3ISOK4T54v6O1g1AB8FiEK,junny - invitation (feat. gaeko)
R&B,2026-06-04,2026-04-15,Risk It All,Bruno Mars,The Romantic,spotify:track:5y2ijHECwFYWqcAHKTZgzD,bruno mars - risk it all
R&B,2026-06-04,2026-04-15,Cha Cha Cha,Bruno Mars,The Romantic,spotify:track:6QletrrmpkUpeJkipX9pgf,bruno mars - cha cha cha
R&B,2026-06-04,2026-04-23,Pink + White,Frank Ocean,Blonde,spotify:track:3xKsf9qdS1CyvXSMEid6g8,frank ocean - pink + white
R&B,2026-06-04,2026-05-13,Avenue,H.E.R.,H.E.R. Volume 2,spotify:track:3qSH4NSYYOMkFTGwvGA91x,h.e.r. - avenue
R&B,2026-06-04,2026-06-04,SHOOK,H33RA,SHOOK,spotify:track:0wdSmyHGxoNaJmLENqcaUj,h33ra - shook
OG😝,2026-03-22,2025-06-06,AJE,Alikiba,AJE,spotify:track:0z23kTGJ3MYx0USxIRUn0d,alikiba - aje
OG😝,2026-03-22,2025-06-06,Mhudumu,Aslay,Mhudumu,spotify:track:6OUUNfrxZnoTuT4F80LnFZ,aslay - mhudumu
OG😝,2026-03-22,2025-06-06,Ibaki Story,Rich Mavoko,Ibaki Story,spotify:track:7HyK0DaNRDrhKZl08LeHds,rich mavoko - ibaki story
OG😝,2026-03-22,2025-06-06,Hodari,Mbosso,Hodari,spotify:track:6OMMJvWtSBYY9PztWmB8RJ,mbosso - hodari
OG😝,2026-03-22,2025-06-06,Seduce Me,Alikiba,Seduce Me,spotify:track:6Jj4IXDv7yoxkO2SAWmGzH,alikiba - seduce me
OG😝,2026-03-22,2025-06-06,Baadae,Ommy Dimpoz,Me N You,spotify:track:07iFXk1RvST9p7XKwXaMtA,ommy dimpoz - baadae
OG😝,2026-03-22,2025-06-12,Mwana,Alikiba,Mwana,spotify:track:68dXdgSL8seTMJG2v9vFGq,alikiba - mwana
OG😝,2026-03-22,2025-06-12,Ntampata Wapi,Diamond Platnumz,Ntampata Wapi,spotify:track:2NUkp3qBHHikNeMhBHcWvN,diamond platnumz - ntampata wapi
OG😝,2026-03-22,2025-06-12,Tuachane,Lava Lava,Tuachane,spotify:track:4lvuBX14uAZebB16LMoSuw,lava lava - tuachane
OG😝,2026-03-22,2025-06-12,Dusuma,Otile Brown,Just In Love,spotify:track:35riG35oLwfgvv8j5tSY9V,otile brown - dusuma
OG😝,2026-03-22,2025-06-12,Ninogeshe,Nandy,The African Princess,spotify:track:2OKwqx3CX9dpU43iW6ycVP,nandy - ninogeshe
OG😝,2026-03-22,2025-08-28,Aiyola,Harmonize,Aiyola,spotify:track:37lVdqmlVz0vAqpaohCsXl,harmonize - aiyola
OG😝,2026-03-22,2025-08-28,Number One (feat. Zuchu),Rayvanny,Number One (feat. Zuchu),spotify:track:3E3aGiIEpAtuVD0wPjDSsi,rayvanny - number one (feat. zuchu)
OG😝,2026-03-22,2025-08-28,Kwetu,Rayvanny,Kwetu,spotify:track:3N9xnR2PEgz4PtXjyPdLQc,rayvanny - kwetu
OG😝,2026-03-22,2025-08-28,Chombo,Rayvanny,Chombo,spotify:track:5LCmGAGWZlVnu6V5ym3AlK,rayvanny - chombo
OG😝,2026-03-22,2025-08-28,Waache Waoane,Chege,Runtown,spotify:track:2W3K5I6IwIpPmq1Rk6vcjS,chege - waache waoane
OG😝,2026-03-22,2025-08-28,Chuma Ulete,Rayvanny,Chuma Ulete,spotify:track:2u6q0kv16k5Jc20xhLSNNg,rayvanny - chuma ulete
OG😝,2026-03-22,2025-08-28,Mbeleko,Rayvanny,Mbeleko,spotify:track:6hKajy6jrwYuz8IpFh9cAi,rayvanny - mbeleko
OG😝,2026-03-22,2025-08-28,Unaibiwa,Rayvanny,Unaibiwa,spotify:track:3al8Casek52jogF3dkwmQR,rayvanny - unaibiwa
OG😝,2026-03-22,2025-08-28,Natafuta Kiki,Rayvanny,Natafuta Kiki,spotify:track:7jj1maDHvaMRX18B2exLWD,rayvanny - natafuta kiki
OG😝,2026-03-22,2025-08-28,Maajab,Mbosso,Maajab,spotify:track:3Qs8pI2t87PCVqXi5VQlal,mbosso - maajab
OG😝,2026-03-22,2025-08-28,Nadekezwa,Mbosso,Nadekezwa,spotify:track:3hNmfiQKKwKYi7wKvcN3Lj,mbosso - nadekezwa
OG😝,2026-03-22,2025-08-28,Tamu,Mbosso,Tamu,spotify:track:2TFU7tz0jiktMF8vITgkqH,mbosso - tamu
OG😝,2026-03-22,2025-08-28,Ate,Mbosso,Ate,spotify:track:30rPLrEv6ZwwEKfYb1ZMI1,mbosso - ate
OG😝,2026-03-22,2025-08-28,Sikomi,Diamond Platnumz,Sikomi,spotify:track:1eDsk5rb3ujd0kcKwTvCO4,diamond platnumz - sikomi
OG😝,2026-03-22,2025-08-28,Mauzauza (feat. Khadija Kopa),Zuchu,I Am Zuchu,spotify:track:5sUz0lrjL1X7KyJvmzQkBG,zuchu - mauzauza (feat. khadija kopa)
OG😝,2026-03-22,2025-08-28,Aiyana (feat. Sanaipei Tande),Otile Brown,Aiyana (feat. Sanaipei Tande),spotify:track:515Vpqrx3aiPcWdoVazu17,otile brown - aiyana (feat. sanaipei tande)
OG😝,2026-03-22,2025-08-28,Iyena (feat. Rayvanny),Diamond Platnumz,A Boy From Tandale,spotify:track:5yeeBxHG0la1uwq1KsfiRI,diamond platnumz - iyena (feat. rayvanny)
OG😝,2026-03-22,2025-08-28,Nipepee,Mbosso,Nipepee,spotify:track:6Cpbvi6GoTfDBYkObnuNNp,mbosso - nipepee
OG😝,2026-03-22,2025-08-28,Sina Nyota,Mbosso,Sina Nyota,spotify:track:6nP910lK6As6u8aHMkmkzM,mbosso - sina nyota
OG😝,2026-03-22,2025-08-28,Njiwa,Willy Paul,Njiwa,spotify:track:2EaPDgAYxbEkw33GX5AESW,willy paul - njiwa
OG😝,2026-03-22,2025-08-28,Sonona (feat. Mbosso),Susumila,Sonona (feat. Mbosso),spotify:track:5FcTAtRY3J2GTXckdQD2pk,susumila - sonona (feat. mbosso)
OG😝,2026-03-22,2025-08-28,Eneka,Diamond Platnumz,A Boy From Tandale,spotify:track:7KAQUO5w5445zfobvxjvWH,diamond platnumz - eneka
OG😝,2026-03-22,2025-08-28,Jeje,Diamond Platnumz,Jeje,spotify:track:4Ycc5Nk3lB5xi0BvXnrfAX,diamond platnumz - jeje
OG😝,2026-03-22,2025-08-28,Gere,Tanasha Donna,Gere,spotify:track:3p7O0iw0xZ9TgI9c9QAoC2,tanasha donna - gere
OG😝,2026-03-22,2025-08-28,Kesho,Diamond Platnumz,Kesho,spotify:track:6cjaSaYwUsQfKKJ1y61bUr,diamond platnumz - kesho
OG😝,2026-03-22,2025-08-28,Nimpende Nani,Diamond Platnumz,Lala Salama,spotify:track:4VvWxc2NkqT76lomJzaid3,diamond platnumz - nimpende nani
OG😝,2026-03-22,2025-08-28,BamBam,D Voice,Swahili Kid,spotify:track:7qMekh8B1OLLtdVKMUi9Wc,d voice - bambam
OG😝,2026-03-22,2025-08-28,Wana,Zuchu,I Am Zuchu,spotify:track:7ufIM6YIiXioquJDmBnnrP,zuchu - wana
OG😝,2026-03-22,2025-08-28,Litawachoma (feat. Diamond Platnumz),Zuchu,Litawachoma (feat. Diamond Platnumz),spotify:track:6U4btJq9xYNIUjW5tOZkIV,zuchu - litawachoma (feat. diamond platnumz)
OG😝,2026-03-22,2025-08-28,Cheche (feat. Diamond Platnumz),Zuchu,Cheche (feat. Diamond Platnumz),spotify:track:07oL9PG3HyIpMEtKTEI8Fp,zuchu - cheche (feat. diamond platnumz)
OG😝,2026-03-22,2025-08-28,Nobody (feat. Joeboy),Zuchu,Nobody (feat. Joeboy),spotify:track:74FAg9DPrB0BdTS10Q9PVC,zuchu - nobody (feat. joeboy)
OG😝,2026-03-22,2025-08-28,Umechelewa,Mbosso,Umechelewa,spotify:track:58K662tAMuRzVnceOHqosF,mbosso - umechelewa
OG😝,2026-03-22,2025-08-28,Chekecha Cheketua,Alikiba,Chekecha Cheketua,spotify:track:14asti1k32n5S6XktrxjL2,alikiba - chekecha cheketua
OG😝,2026-03-22,2025-08-28,Nataka Kulewa,Diamond Platnumz,Nataka Kulewa,spotify:track:3oc5MGpVPXSiYGPztNESb7,diamond platnumz - nataka kulewa
OG😝,2026-03-22,2025-08-28,Utanipenda,Diamond Platnumz,Utanipenda,spotify:track:2k5zskyWNxM0VhgbFJPXt3,diamond platnumz - utanipenda
OG😝,2026-03-22,2025-08-28,Natamba,Aslay,Natamba,spotify:track:5jMj8nS3ILdEmARjVvAW0J,aslay - natamba
OG😝,2026-03-22,2025-09-06,Mwanza,Rayvanny,Mwanza,spotify:track:0fAA4RYVsjsntJz0VV5qsd,rayvanny - mwanza
OG😝,2026-03-22,2025-09-06,Chuchumaa,Rayvanny,Chuchumaa,spotify:track:16lNipaSTZMiLIkIBYFU9D,rayvanny - chuchumaa
OG😝,2026-03-22,2025-09-06,Zezeta,Rayvanny,Zezeta,spotify:track:0SEXvaNbpr2vzILzWeyigH,rayvanny - zezeta
OG😝,2026-03-22,2025-09-06,Amaboko,Rayvanny,Amaboko,spotify:track:6hyUD5mV4CDleuUnj0NnA1,rayvanny - amaboko
OG😝,2026-03-22,2025-10-26,Baikoko (feat. Diamond Platnumz),Mbosso,Definition Of Love,spotify:track:2iAD2AWvdO4qI9GyELqDcU,mbosso - baikoko (feat. diamond platnumz)
OG😝,2026-03-22,2025-10-26,Kijuso (feat. Rayvanny),Queen Darleen,Kijuso (feat. Rayvanny),spotify:track:3F5TuE0tqB8l9CHoPkcxd0,queen darleen - kijuso (feat. rayvanny)
OG😝,2026-03-22,2025-11-12,Yo Pe - Remix,Innoss'B,Yo Pe,spotify:track:16hivbAazfd7Li5o5WFguM,innoss'b - yo pe - remix
OG😝,2026-03-22,2025-11-12,Cinderella,Alikiba,CINDERELLA,spotify:track:4p0SezqHPPjeJwIdufQWIg,alikiba - cinderella
OG😝,2026-03-22,2025-11-12,Alele,Mbosso,Alele,spotify:track:1HIafWC2SnPBQUECip3BeA,mbosso - alele
OG😝,2026-03-22,2025-11-12,Ipepete,Masauti,Ipepete,spotify:track:0Kzf5PoHdp1g1zS3WfeZfn,masauti - ipepete
OG😝,2026-03-22,2025-11-12,Radio Love,Nadia Mukami,Radio Love,spotify:track:4M4mCzoDNNbc7UTqx3V8lG,nadia mukami - radio love
OG😝,2026-03-22,2025-11-12,Yaya (feat. Diamond Platnumz & Jux),Rayvanny,Yaya (feat. Diamond Platnumz & Jux),spotify:track:15ObWtsj5TVgUybcGsHoIf,rayvanny - yaya (feat. diamond platnumz & jux)
OG😝,2026-03-22,2025-11-20,Dodo,Alikiba,Dodo,spotify:track:7d7uT6W3FFIs8Jx7BgIUAb,alikiba - dodo
OG😝,2026-03-22,2025-11-20,Katika (feat. Diamond Platnumz),Aika & Nahreel,Katika (feat. Diamond Platnumz),spotify:track:1lPlOAkpqDeU5USxVpZZkl,aika & nahreel - katika (feat. diamond platnumz)
OG😝,2026-03-22,2025-11-20,Su,Yamoto Band,Su,spotify:track:1gzFNqmjrxGRldWzKbiJZ8,yamoto band - su
OG😝,2026-03-22,2025-11-25,Niteke,Harmonize,Afro Bongo,spotify:track:251G3DTNSmDxXHEzKMg0eE,harmonize - niteke
OG😝,2026-03-22,2025-11-25,Wote,Harmonize,Made For Us,spotify:track:7vYxNbbyISaUiZ3Q5wkGFG,harmonize - wote
OG😝,2026-03-22,2025-11-25,Kuna,Diamond Platnumz,Kuna,spotify:track:6G5WMkPJ9gGWGx6JQ9YrqS,diamond platnumz - kuna
OG😝,2026-03-22,2025-11-28,Ukimuona,Diamond Platnumz,Ukimuona,spotify:track:4fxIa6K7UEqu03xT4HrBcx,diamond platnumz - ukimuona
OG😝,2026-03-22,2025-11-28,Mdogo Mdogo,Diamond Platnumz,Mdogo Mdogo,spotify:track:4BE0N1USnuxEixh4u3CO4U,diamond platnumz - mdogo mdogo
OG😝,2026-03-22,2025-12-17,Raha,Zuchu,I Am Zuchu,spotify:track:0poPmDWqhK68XhjqfOTtJW,zuchu - raha
OG😝,2026-03-22,2026-01-18,Mapenzi Run Dunia,Alikiba,Mapenzi Run Dunia,spotify:track:5YyWFvzPw4BDogdodmGcS9,alikiba - mapenzi run dunia
OG😝,2026-03-22,2026-01-18,Nyota Yako,TID,Nyota Yako,spotify:track:03tmpdJzhAdQgEPOvG8KWr,tid - nyota yako
OG😝,2026-03-22,2026-01-19,Najuta,Sanaipei Tande,Najuta,spotify:track:1lJkqleWY2ZHDZTL3SnkHX,sanaipei tande - najuta
OG😝,2026-03-22,2026-01-19,Kadogo,Alikiba,Kadogo,spotify:track:0kR95tFZVv2mNMOyn294kU,alikiba - kadogo
OG😝,2026-03-22,2026-03-16,Watakubali,Mbosso,Watakubali,spotify:track:5AUPCOBpOp6FxyhoAwkEf6,mbosso - watakubali
OG😝,2026-03-22,2026-03-16,Mawazo,Diamond Platnumz,Lala Salama,spotify:track:7hsdjIzJbTmpNhtxnPV9Fz,diamond platnumz - mawazo
OG😝,2026-03-22,2026-03-16,My Number One,Diamond Platnumz,My Number One,spotify:track:6zXVlkgZitu0ddiIhZgzpj,diamond platnumz - my number one
OG😝,2026-03-22,2026-03-16,Nenda Kamwambie,Diamond Platnumz,Kamwambie,spotify:track:5KI7ilXOd8UemEFY1Kilow,diamond platnumz - nenda kamwambie
OG😝,2026-03-22,2026-03-16,Dushelele,Alikiba,Dushelele,spotify:track:1RgzlP0JROCXkmg3LTy5dC,alikiba - dushelele
OG😝,2026-03-22,2026-03-16,Na Yule,Ruby,Na Yule,spotify:track:3yXTg2aoTSA2IFo0XfEz8o,ruby - na yule
OG😝,2026-03-22,2026-03-16,Mtasubiri (feat. Zuchu),Diamond Platnumz,First Of All,spotify:track:3qaaPsFYzSb7OGUeXClpND,diamond platnumz - mtasubiri (feat. zuchu)
OG😝,2026-03-22,2026-03-16,Niache,Diamond Platnumz,Niache,spotify:track:5DlptMR1zFCAZQt7sxffuW,diamond platnumz - niache
OG😝,2026-03-22,2026-03-22,Niteke,Harmonize,Afro Bongo,spotify:track:251G3DTNSmDxXHEzKMg0eE,harmonize - niteke
Feelings,2025-12-12,2025-04-25,Take A Chance With Me,NIKI,Nicole,spotify:track:21acb66djKRlDPJOXRBCkc,niki - take a chance with me
